name,SMILES,MinPartialCharge,MaxAbsPartialCharge,StdPartialCharge,ChargeRange,N_O_MinCharge,Frac_NegativeAtoms,PEOE_VSA1,PEOE_VSA14,N_coord,O_coord,coord_types,MolecularWeight,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,FormalCharge,Complexity,LogP,MolarRefractivity,RingCount,AromaticRing,HeteroRing,FSP3,rdkit_ok,fail_reason
d benzylamine,C1=CC=C(C=C1)CN,-0.3264975066178272,0.3264975066178272,0.09640546148516714,0.3442582695645812,-0.3264975066178272,0.875,5.733667477162185,0.0,1,0,1,107.15599999999999,26.02,1,1,1,8,0,141.38429890473827,1.1453,34.33339999999999,1,1,0,0.14285714285714285,1,
benzamide ,C1=CC=C(C=C1)C(=O)N,-0.3655995116322135,0.3655995116322135,0.1637729131597803,0.6137946258778618,-0.3655995116322135,0.7777777777777778,5.733667477162185,0.0,0,1,1,121.13899999999998,43.09,1,1,1,9,0,196.53811204568342,0.7855000000000001,34.9599,1,1,0,0.0,1,
4-fluorobenzamide,C1=CC(=CC=C1C(=O)N)F,-0.3655994882801228,0.3655994882801228,0.17315871135754818,0.6137980768714215,-0.3655994882801228,0.7,5.733667477162185,0.0,0,1,1,139.129,43.09,1,1,1,10,0,228.7201524320101,0.9246000000000001,34.917899999999996,1,1,0,0.0,1,
4-chlorobenzamide,C1=CC(=CC=C1C(=O)N)Cl,-0.3655994999205521,0.3655994999205521,0.15926369894457107,0.6137963598630456,-0.3655994999205521,0.7,5.733667477162185,0.0,0,1,1,155.584,43.09,1,1,1,10,0,228.7201524320101,1.4388999999999998,39.9699,1,1,0,0.0,1,
"3,4-Bis(4-bromophenyl)cyclobut-3-ene-1,2-dione",C1=CC(=CC=C1C2=C(C(=O)C2=O)C3=CC=C(C=C3)Br)Br,-0.28482080552008177,0.28482080552008177,0.12038638276498474,0.5192640735736294,-0.28482080552008177,0.7,0.0,0.0,0,0,0,392.04599999999994,34.14,0,2,2,20,0,748.0731480351998,4.141600000000002,87.626,3,3,0,0.0,1,
"2,7-dioctyl[1]benzothieno[3,2-b][1]benzothiophene",CCCCCCCCC1=CC2=C(C=C1)C3=C(S2)C4=C(S3)C=C(C=C4)CCCCCCCC,-0.13360111812631606,0.13360111812631606,0.0421339252058392,0.18776183702164317,,0.8125,0.0,0.0,0,0,0,464.78400000000045,0.0,0,2,14,32,0,1013.6345368128273,11.075199999999986,148.87399999999982,4,4,2,0.5333333333333333,1,
"4,4′-carbonyldiphthalic anhydride",C1=CC2=C(C=C1C(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,-0.3856566919980714,0.3856566919980714,0.22065774114233183,0.732085221684527,-0.3856566919980714,0.5416666666666666,9.473725907600098,23.877221151807397,0,5,1,322.22800000000007,103.81,0,7,2,24,0,899.5930578344974,1.5388000000000002,75.80850000000002,4,2,2,0.0,1,
"4,4′(Hexafluoroisopropylidene)diphthalic anhydride",C1=CC2=C(C=C1C(C3=CC4=C(C=C3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)C(=O)OC2=O,-0.38565684153816165,0.41072222493326516,0.2275494444751602,0.7963790664714268,-0.38565684153816165,0.6451612903225806,9.473725907600098,36.229818186694345,0,4,1,444.23900000000003,86.74000000000001,0,6,2,31,0,1058.000082685166,3.7185000000000006,85.26600000000003,4,2,2,0.15789473684210525,1,
barbituric acid,C1C(=O)NC(=O)NC1=O,-0.2773161608458374,0.32759803027210455,0.25268386495474654,0.6049141911179419,-0.2773161608458374,0.5555555555555556,0.0,6.031114512338072,0,4,1,128.087,75.27000000000001,2,3,0,9,0,127.19311924156366,-1.2575,26.2984,1,0,1,0.25,1,
propanedioic acid,C(C(=O)O)C(=O)O,-0.4808059082153091,0.4808059082153091,0.324747620888756,0.7950075897141777,-0.4808059082153091,0.5714285714285714,10.213054789681411,11.938610575903699,0,2,1,104.06099999999999,74.6,2,2,2,7,0,76.2114326716684,-0.4543,19.8886,0,0,0,0.3333333333333333,1,
urea,C(=O)(N)N,-0.3518462395056391,0.3518462395056391,0.27459502551378123,0.6609026409284701,-0.3518462395056391,0.75,11.46733495432437,6.031114512338072,0,2,1,60.05599999999999,69.11,2,1,0,4,0,23.019550008653873,-0.9762,13.7708,0,0,0,0.0,1,
phenylethylammonium iodidePEAI,C1=CC=C(C=C1)CC[NH3+].[I-],-1.0,1.0,0.2995351182266932,1.078031982861375,-0.3572850743247592,0.8,29.710307602424244,0.0,1,0,1,249.09499999999997,27.64,1,0,2,10,0,152.9490957526401,-2.5249999999999977,37.90109999999999,1,1,0,0.25,1,
phenylbutylammonium iodidePBAI,C1=CC=C(C=C1)CCCC[NH3+].[I-],-1.0,1.0,0.2758224179915144,1.073941880973194,-0.3575607018231983,0.9166666666666666,29.710307602424244,0.0,1,0,1,277.149,27.64,1,0,4,12,0,176.48961548078339,-1.744799999999997,47.13510000000002,1,1,0,0.4,1,
Phenylpropylammonium IodidePPAI,C1=CC=C(C=C1)CCCN.I,-0.3304617924320307,0.3304617924320307,0.08328278521857037,0.32305128840237773,-0.3304617924320307,1.0,5.733667477162185,0.0,1,0,1,263.12199999999996,26.02,1,1,3,11,0,164.65300142116237,2.1959,59.23240000000003,1,1,0,0.3333333333333333,1,
"1,3-dihydroxypropan-2-one",C(C(=O)CO)O,-0.388490605626107,0.388490605626107,0.24715096919172894,0.5714007003131555,-0.388490605626107,0.5,10.213054789681411,0.0,0,1,1,90.07799999999999,57.53,2,3,2,6,0,38.0,-1.4599000000000002,19.1786,0,0,0,0.6666666666666666,1,
tetramethylammonium chloride,C[N+](C)(C)C.[Cl-],-1.0,1.0,0.3959836774911543,1.0674607202200848,-0.3333510191671373,0.3333333333333333,16.8900640188746,0.0,1,0,1,109.6,0.0,0,0,0,6,0,15.509775004326936,-2.673599999999997,23.95639999999999,0,0,0,1.0,1,
chlorocholine chloride,C[N+](C)(C)CCCl.[Cl-],-1.0,1.0,0.35422300110476546,1.0917645837167225,-0.32992676704274876,0.375,16.8900640188746,0.0,1,0,1,158.072,0.0,0,0,2,8,0,38.49022499567306,-2.064599999999997,33.619399999999985,0,0,0,1.0,1,
choline chloride,C[N+](C)(C)CCO.[Cl-],-1.0,1.0,0.36651229257292034,1.1014934858494823,-0.39051528989396167,0.375,21.996591413715308,0.0,1,0,1,139.62599999999998,20.23,1,1,2,8,0,38.49022499567306,-3.3110999999999975,29.985199999999985,0,0,0,1.0,1,
benzyltrimethylammonium chloride,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],-1.0,1.0,0.28964693370232736,1.1037405099758826,-0.32716498324607174,0.5833333333333334,16.8900640188746,0.0,1,0,1,185.69799999999998,0.0,0,0,2,12,0,203.22996149735152,-1.1031999999999984,48.17840000000004,1,1,0,0.4,1,
N-hydroxysuccinimide,C1CC(=O)N(C1=O)O,-0.27851195922612004,0.27851195922612004,0.21262431310552996,0.5318104660687963,-0.27851195922612004,0.5,0.0,0.0,0,2,1,115.08799999999998,57.61,1,3,0,8,0,114.97373660251155,-0.4754,22.873499999999996,1,0,1,0.5,1,
5-chloroindole,C1=CC2=C(C=CN2)C=C1Cl,-0.3611748871655983,0.3611748871655983,0.11017627111847725,0.406619783521765,-0.3611748871655983,0.6,4.9839785209472085,0.0,0,0,0,151.59599999999998,15.79,1,0,0,10,0,341.5657969317911,2.8213,43.308700000000016,2,2,1,0.0,1,
D-penicillamine,CC(C)([C@H](C(=O)O)N)S,-0.48004807077049727,0.48004807077049727,0.2277156852489673,0.8014398984987082,-0.48004807077049727,0.6666666666666666,10.84019487200289,5.969305287951849,1,1,2,149.215,63.31999999999999,3,3,2,9,0,103.69694286392863,0.10670000000000035,38.676199999999994,0,0,0,0.8,1,
N-tert-butyl-2-benzothiazolesulfenamide,CC(C)(C)NSC1=NC2=CC=CC=C2S1,-0.25256025841062785,0.25256025841062785,0.10224420019651646,0.41814721275760824,-0.25256025841062785,0.7333333333333333,0.0,0.0,2,0,1,238.38100000000003,24.92,1,4,2,15,0,407.2514042636997,3.6915000000000022,68.36570000000003,2,2,1,0.36363636363636365,1,
18-Crown-6,C1COCCOCCOCCOCCOCCO1,-0.37666763607345255,0.37666763607345255,0.21061506947569666,0.44678203153902274,-0.37666763607345255,0.3333333333333333,28.421177722800294,0.0,0,0,0,264.3179999999999,55.38000000000001,0,6,0,18,0,75.05865002596161,0.09960000000000102,64.91400000000006,1,0,1,1.0,1,
Dibenzo-18-Crown-6,C1COC2=CC=CC=C2OCCOCCOC3=CC=CC=C3OCCO1,-0.48729749347906576,0.48729749347906576,0.2260108664772292,0.648088393434342,-0.48729749347906576,0.5384615384615384,28.421177722800294,0.0,0,0,0,360.40600000000006,55.38000000000001,0,6,0,26,0,528.4914995577616,2.948800000000001,96.50200000000005,3,2,1,0.4,1,
trifluoroacetamide,C(=O)(C(F)(F)F)N,-0.3618410396243154,0.4704417451482512,0.29043651519117625,0.8322827847725667,-0.3618410396243154,0.7142857142857143,5.733667477162185,12.08347824679498,0,1,1,113.03800000000003,43.09,1,1,0,7,0,72.52932501298082,0.03400000000000014,15.249400000000001,0,0,0,0.5,1,
"2,2-Bis(3-amino-4-hydroxyphenyl)hexafluoropropane",C1=CC(=C(C=C1C(C2=CC(=C(C=C2)O)N)(C(F)(F)F)C(F)(F)F)N)O,-0.5057957951832727,0.5057957951832727,0.23101105876724318,0.916520006814951,-0.5057957951832727,0.72,21.68038974400578,12.35259703488695,2,0,1,366.26099999999997,92.5,4,4,2,25,0,696.1009242880399,3.672900000000001,77.9284,2,2,0,0.2,1,
4-aminomethyltetrahydropyran,C1COCCC1CN,-0.38142897305496315,0.38142897305496315,0.15807288510918985,0.4282958393368284,-0.38142897305496315,0.75,10.470530430962235,0.0,1,0,1,115.176,35.25,1,2,1,8,0,51.058650025961626,0.37170000000000003,32.597399999999986,1,0,1,1.0,1,
1-chlorobutane,CCCCCl,-0.12671715221213103,0.12671715221213103,0.04781389438961211,0.1490026373342201,,0.8,0.0,0.0,0,0,0,92.56899999999999,0.0,0,0,2,5,0,7.5097750043269365,2.0253,25.62799999999999,0,0,0,1.0,1,
amino trimethylene phosphonic acid,C(N(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O,-0.3235288586841577,0.338972869862796,0.2627807530325709,0.6625017285469537,-0.3235288586841577,0.625,29.36046961651485,22.787286980363657,1,0,1,299.049,175.82999999999998,6,4,6,16,0,279.17595007788486,-1.3060000000000003,52.57230000000003,0,0,0,1.0,1,
fumaric acid,C(=C/C(=O)O)\\C(=O)O,-0.4780707501605797,0.4780707501605797,0.3018741794796788,0.8061366139197215,-0.4780707501605797,0.5,10.213054789681411,11.938610575903699,0,2,1,116.07199999999997,74.6,2,2,2,8,0,110.97373660251154,-0.28819999999999985,24.411599999999993,0,0,0,0.0,1,
sodium p-toluenesulfonate,CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],-0.7440357687000244,1.0,0.37528301872072417,1.7440357687000243,-0.7440357687000244,0.75,4.552749873690364,29.557286032607934,0,0,0,194.18699999999998,57.2,0,3,1,12,0,322.805989195052,-2.0968799999999987,39.14220000000002,1,1,0,0.14285714285714285,1,
4′-heptyl-4-biphenylcarbonitrile,CCCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,-0.19243704575393245,0.19243704575393245,0.05116840164135877,0.29154661618507693,-0.19243704575393245,0.9047619047619048,0.0,0.0,1,0,1,277.41100000000006,23.79,0,1,7,21,0,566.9305298596934,5.738180000000005,89.05600000000005,2,2,0,0.35,1,
tris(pentafluorophenyl)boron,B(C1=C(C(=C(C(=C1F)F)F)F)F)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,-0.2040986647071263,0.2645655342792412,0.18682145451386967,0.46866419898636746,,0.4411764705882353,0.0,0.0,0,0,0,511.98,0.0,0,0,3,34,0,1075.363119885808,4.2893,83.35200000000003,3,3,0,0.0,1,
glutaric acid,C(CC(=O)O)CC(=O)O,-0.48123022797558823,0.48123022797558823,0.2804458913028171,0.7840860186240074,-0.48123022797558823,0.5555555555555556,10.213054789681411,11.938610575903699,0,2,1,132.115,74.6,2,2,4,9,0,95.20671786825557,0.32589999999999975,29.12259999999999,0,0,0,0.6,1,
cyanuric fluoride,C1(=NC(=NC(=N1)F)F)F,-0.16131260956693183,0.316038852625429,0.22348939174308935,0.47735146219236085,-0.15472624305849716,0.6666666666666666,0.0,18.23452154204648,3,0,1,135.048,38.67,0,3,0,9,0,160.80051514850786,0.28890000000000005,19.701,1,1,1,0.0,1,
melamine,C1(=NC(=NC(=N1)N)N)N,-0.367590742812541,0.367590742812541,0.24752039784728028,0.5937010223415002,-0.367590742812541,0.6666666666666666,17.201002431486554,0.0,6,0,1,126.12300000000003,116.72999999999999,3,6,0,9,0,160.80051514850786,-1.3818000000000001,33.0642,1,1,1,0.0,1,
cyanuric acid,C1(=O)NC(=O)NC(=O)N1,-0.2589866878617636,0.3304965295315095,0.27528740922132466,0.5894832173932731,-0.2589866878617636,0.6666666666666666,0.0,17.06923019461042,0,0,0,129.075,98.57999999999998,3,3,0,9,0,262.5390672848957,-2.2485000000000004,28.304100000000002,1,1,1,0.0,1,
cyanuric chloride,C1(=NC(=NC(=N1)Cl)Cl)Cl,-0.1868323652177842,0.22745981476458613,0.17155649184480434,0.41429217998237033,-0.1868323652177842,0.6666666666666666,0.0,0.0,3,0,1,184.413,38.67,0,3,0,9,0,160.80051514850786,1.8317999999999999,34.857000000000006,1,1,1,0.0,1,
thiocyanuric acid,C1(=S)NC(=S)NC(=S)N1,-0.3092689541768409,0.3092689541768409,0.1994069682639583,0.48757688015227363,-0.3092689541768409,0.6666666666666666,14.951935562841626,0.0,0,0,0,177.27900000000002,47.37,3,3,0,9,0,262.5390672848957,1.8593699999999995,41.99609999999999,1,1,1,0.0,1,
hydrogen octylphosphonate potassium,CCCCCCCCP(=O)(O)[O-].[K+],-0.7786237793660733,1.0,0.37523599716810213,1.7786237793660733,-0.7786237793660733,0.7692307692307693,14.351871490436281,51.38453490628663,0,0,0,232.301,60.36,1,2,7,13,0,126.97373660251154,-1.1033999999999988,48.06830000000003,0,0,0,1.0,1,
"3,5-bis(trifluoromethyl)benzoic acid",C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C(=O)O,-0.47763894691536385,0.47763894691536385,0.2317396191826536,0.893589784225681,-0.47763894691536385,0.6470588235294118,5.106527394840706,18.3219023228388,0,1,1,258.11699999999996,37.3,1,1,1,17,0,390.08202436150617,3.4224000000000006,43.405300000000004,1,1,0,0.2222222222222222,1,
4-(aminomethyl) benzonitrile,C1=CC(=CC=C1CN)C#N,-0.3264974947680455,0.3264974947680455,0.11560251359225769,0.42560668694970044,-0.3264974947680455,0.7,5.733667477162185,0.0,2,0,1,132.166,49.81,1,2,1,10,0,235.73597477455388,1.01698,39.0484,1,1,0,0.125,1,
benzylammonium iodide,C1=CC=C(C=C1)CN.I,-0.3264975066178272,0.3264975066178272,0.09128328235175295,0.3442582695645812,-0.3264975066178272,0.8888888888888888,5.733667477162185,0.0,1,0,1,235.068,26.02,1,1,1,9,0,141.38429890473827,1.7633,49.74840000000002,1,1,0,0.14285714285714285,1,
4-chlorobenzylammonium iodide,C1=CC(=CC=C1C[NH3+])Cl.[I-],-1.0,1.0,0.30552610118461326,1.0996783473965512,-0.3538083142609375,0.7,29.710307602424244,0.0,1,0,1,269.513,27.64,1,0,1,10,0,171.73472797861993,-1.9140999999999995,38.04409999999999,1,1,0,0.14285714285714285,1,
phenethylammonium iodide,C1=CC=C(C=C1)CCN.I,-0.3301426071948191,0.3301426071948191,0.08732402423121297,0.32647279740893975,-0.3301426071948191,1.0,5.733667477162185,0.0,1,0,1,249.095,26.02,1,1,2,10,0,152.9490957526401,1.8058,54.61540000000002,1,1,0,0.25,1,
methyl 3-sulfamoylthiophene-2-carboxylate,COC(=O)C1=C(C=CS1)S(=O)(=O)N,-0.4647964528373825,0.4647964528373825,0.21793056404502298,0.8137337351825218,-0.4647964528373825,0.6153846153846154,4.736862953800049,5.969305287951849,0,1,1,221.259,86.46000000000001,1,5,2,13,0,397.0016394303185,0.18210000000000015,47.03170000000001,1,1,1,0.16666666666666666,1,
2-mercaptobenzimidazole,C1=CC=C2C(=C1)NC(=S)N2,-0.33074757753125916,0.33074757753125916,0.15299677884960022,0.5056279473934013,-0.33074757753125916,0.7,9.967957041894417,0.0,0,0,0,150.206,31.58,2,1,0,10,0,351.33055691677015,2.2254899999999997,43.4834,2,2,1,0.0,1,
histidine,C1=C(NC=N1)C[C@@H](C(=O)O)N,-0.4800769784103622,0.4800769784103622,0.2350766840531548,0.8004531835082006,-0.4800769784103622,0.45454545454545453,15.824173392950101,5.969305287951849,2,1,2,155.15699999999998,92.0,3,3,3,11,0,216.19616619398454,-0.6358999999999995,37.902899999999995,1,1,1,0.3333333333333333,1,
d-tryptophan,C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N,-0.4800776923593587,0.4800776923593587,0.19374888346711414,0.8003946134185278,-0.4800776923593587,0.6,15.824173392950101,5.969305287951849,1,1,2,204.22899999999996,79.11,3,2,3,15,0,473.4988967851897,1.1222999999999996,57.613900000000015,2,2,1,0.18181818181818182,1,
tetrafluorophthalonitrile,C(#N)C1=C(C(=C(C(=C1F)F)F)F)C#N,-0.20211650471281836,0.20211650471281836,0.1745388498307036,0.40055288613106815,-0.19227341108361523,0.42857142857142855,0.0,0.0,2,0,1,200.09399999999997,47.58,0,2,0,14,0,417.5275070352614,1.9863600000000001,35.70400000000001,1,1,0,0.0,1,
tris(pentafluorophenyl)borane,B(C1=C(C(=C(C(=C1F)F)F)F)F)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,-0.2040986647071263,0.2645655342792412,0.18682145451386967,0.46866419898636746,,0.4411764705882353,0.0,0.0,0,0,0,511.98,0.0,0,0,3,34,0,1075.363119885808,4.2893,83.35200000000003,3,3,0,0.0,1,
2-thiophenecarboxamide,C1=CSC(=C1)C(=O)N,-0.36490039823897313,0.36490039823897313,0.183688738483075,0.6231641716022429,-0.36490039823897313,0.75,5.733667477162185,0.0,0,1,1,127.16799999999999,43.09,1,2,1,8,0,167.928197133931,0.8469999999999998,32.83689999999999,1,1,1,0.0,1,
phenylacetonitrile,C1=CC=C(C=C1)CC#N,-0.19797459049898375,0.19797459049898375,0.07326562438063265,0.2648960421684667,-0.19797459049898375,0.7777777777777778,0.0,0.0,1,0,1,117.15099999999998,23.79,0,1,1,9,0,203.22996149735155,1.75268,35.75900000000001,1,1,0,0.125,1,
2-naphthylacetonitrile,C1=CC=C2C=C(C=CC2=C1)CC#N,-0.19797458759541015,0.19797458759541015,0.06160919224984013,0.2648964160118563,-0.19797458759541015,0.8461538461538461,0.0,0.0,1,0,1,167.21099999999996,23.79,0,1,1,13,0,460.6671592888754,2.9058800000000007,53.26500000000002,2,2,0,0.08333333333333333,1,
4-aminobenzonitrile,C1=CC(=CC=C1C#N)N,-0.3987276572834237,0.3987276572834237,0.14143611663148536,0.49783910991821445,-0.3987276572834237,0.6666666666666666,5.733667477162185,0.0,2,0,1,118.139,49.81,1,2,0,9,0,223.21037742768323,1.1404800000000002,35.569399999999995,1,1,0,0.0,1,
"1,8-octanedithiol-doped",C(CCCCS)CCCS,-0.17936390057447493,0.17936390057447493,0.05797075832224882,0.16957249110052935,,1.0,0.0,0.0,0,0,0,178.36599999999999,0.0,2,2,7,10,0,40.0,3.1866000000000025,55.408000000000044,0,0,0,1.0,1,
triphenylphosphine,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,-0.06222246775052784,0.06222246775052784,0.018247382201735694,0.048786780215543016,,1.0,0.0,0.0,0,0,0,262.29200000000003,0.0,0,0,3,19,0,518.0619248819434,3.4448000000000016,85.14800000000004,3,3,0,0.0,1,
"2,3,4,5,6-pentafluorobenzyl phosphonic acid",CC(C(C)(C)C)OP(=O)(C)OCC1=C(C(=C(C(=C1F)F)F)F)F,-0.30515239384952714,0.327735778861077,0.1809502497067411,0.6328881727106042,-0.30515239384952714,0.5652173913043478,9.047494323423635,7.595762326787885,0,0,0,360.2589999999999,35.53,0,3,5,23,0,578.9010856777123,5.172800000000003,74.5535,1,1,0,0.5714285714285714,1,
1-methylimidazole,CN1C=CN=C1,-0.34056785662789607,0.34056785662789607,0.1630209891630256,0.43484718722421584,-0.34056785662789607,0.3333333333333333,4.567099647791355,0.0,2,0,1,82.106,17.82,0,1,0,6,0,103.59873053015828,0.4200999999999999,23.20799999999999,1,1,1,0.25,1,
1-methylbenzimidazole,CN1C=NC2=CC=CC=C21,-0.33373011204748154,0.33373011204748154,0.13195063735888518,0.429248063667878,-0.33373011204748154,0.6,4.567099647791355,0.0,2,0,1,132.16599999999997,17.82,0,1,0,10,0,341.5657969317911,1.5732999999999997,40.71400000000003,2,2,1,0.125,1,
2-(2-hydroxy-5-methylphenyl)benzotriazole,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,-0.5056175024830162,0.5056175024830162,0.1456244380755462,0.6482243529145019,-0.5056175024830162,0.7647058823529411,5.106527394840706,0.0,3,0,1,225.251,50.94,1,3,1,17,0,638.3211003634626,2.43452,65.26680000000003,3,3,1,0.07692307692307693,1,
4-trifluoromethyl-benzamidine hydrochloride,C1=CC(=CC=C1C(=N)N)C(F)(F)F.Cl,-0.38368213063865514,0.41591024993549064,0.18427730308868392,0.7995923805741458,-0.38368213063865514,0.7142857142857143,5.733667477162185,6.176298517443475,2,0,1,224.61299999999997,49.870000000000005,2,1,1,14,0,295.8053496461834,2.41127,49.708099999999995,1,1,0,0.125,1,
benzotrifluoride,C1=CC=C(C=C1)C(F)(F)F,-0.16613755000650515,0.41590950251941294,0.1629645885032103,0.582047052525918,,0.8,0.0,6.176298517443475,0,0,0,146.111,0.0,0,0,0,10,0,191.0283370413565,2.705400000000001,31.444,1,1,0,0.14285714285714285,1,
benzamidine hydrochloride,C1=CC=C(C=C1)C(=N)N.Cl,-0.3836821330878236,0.3836821330878236,0.13730991928079733,0.5059551919389667,-0.3836821330878236,0.8,5.733667477162185,0.0,2,0,1,156.616,49.870000000000005,2,1,1,10,0,196.53811204568342,1.3924699999999999,44.70610000000001,1,1,0,0.0,1,
"2,5-thiophene dicarboxylic acid ",C1=C(SC(=C1)C(=O)O)C(=O)O,-0.4770495771902679,0.4770495771902679,0.27129030730721065,0.8224322210181805,-0.4770495771902679,0.6363636363636364,10.213054789681411,11.938610575903699,0,2,1,172.16099999999997,74.6,2,3,2,11,0,258.2418843118329,1.1445,38.2376,1,1,1,0.0,1,
N-methyl-N-(thien-2-ylmethyl)amine,CNCC1=CC=CS1,-0.31487644356791317,0.31487644356791317,0.10674689577106998,0.34449577734710873,-0.31487644356791317,0.75,5.316788604006331,0.0,1,0,1,127.21199999999996,12.03,1,2,2,8,0,125.75835605579971,1.4675,37.08270000000001,1,1,1,0.3333333333333333,1,
"1,3-diphenylurea",C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,-0.30772181648939506,0.3231784291863308,0.14312427985853204,0.6309002456757258,-0.30772181648939506,0.8125,10.633577208012662,6.031114512338072,0,2,1,212.252,41.13,2,1,2,16,0,396.47923096156677,3.3306000000000004,65.52540000000003,2,2,0,0.0,1,
"1,3-ditert-butylurea",CC(C)(C)NC(=O)NC(C)(C)C,-0.33355835840808207,0.33355835840808207,0.16954746489411085,0.6486516173476855,-0.33355835840808207,0.75,10.633577208012662,6.031114512338072,0,2,1,172.272,41.13,2,1,0,12,0,131.85757378684062,1.8825999999999998,51.17340000000003,0,0,0,0.8888888888888888,1,
thymine,CC1=CNC(=O)NC1=O,-0.3138499072175502,0.3251845359423132,0.22404039066139508,0.6390344431598634,-0.3138499072175502,0.5555555555555556,4.9839785209472085,5.689743398203474,0,0,0,126.115,65.72,2,2,0,9,0,296.3046159437919,-0.6283800000000002,32.420399999999994,1,1,1,0.2,1,
3-Ammonium Propionic Acid,C(CN)C(=O)O.I,-0.48119525458647605,0.48119525458647605,0.24452504578989542,0.785320470457577,-0.48119525458647605,0.5714285714285714,10.84019487200289,5.969305287951849,1,1,2,217.006,63.32000000000001,2,2,2,7,0,44.0,0.037800000000000056,36.722199999999994,0,0,0,0.6666666666666666,1,
methylphosphonic acid,CP(=O)(O)O,-0.3246140003873127,0.3246140003873127,0.2543504998751039,0.6466303372941953,-0.3246140003873127,0.6,9.78682320550495,7.595762326787885,0,0,0,96.02199999999999,57.53,2,1,0,5,0,46.17389939125684,-0.20610000000000006,17.968100000000003,0,0,0,1.0,1,
di-5-(1-methyltetrazole) disulfide,CN1C(=NN=N1)SSC2=NN=NN2C,-0.22288152027471936,0.22288152027471936,0.12470115625163758,0.4425217343694169,-0.22288152027471936,0.7142857142857143,0.0,0.0,8,0,1,230.282,87.19999999999999,0,8,3,14,0,360.8523367694164,-0.4670000000000003,49.31000000000001,2,2,2,0.5,1,
4-bromo-benzonitrile,C1=CC(=CC=C1C#N)Br,-0.19243704108106255,0.19243704108106255,0.07700372630688838,0.2915472143428475,-0.19243704108106255,0.6666666666666666,0.0,0.0,1,0,1,182.01999999999998,23.79,0,1,0,9,0,223.21037742768323,2.32078,38.85700000000001,1,1,0,0.0,1,
D-pentafluorophenylalanine,C(C1=C(C(=C(C(=C1F)F)F)F)F)[C@H](C(=O)O)N,-0.48007767896891057,0.48007767896891057,0.22507936685715407,0.8003970504618628,-0.48007767896891057,0.47058823529411764,10.84019487200289,5.969305287951849,1,1,2,255.14199999999997,63.31999999999999,2,2,3,17,0,420.59149412625413,1.3365,45.547200000000004,1,1,0,0.2222222222222222,1,
"3-ethylbenzo[d]isothiazole 1,1-dioxide",CCC1=NS(=O)(=O)C2=CC=CC=C21,-0.19925134391984436,0.2827218055337047,0.12524152432359575,0.4819731494535491,-0.19925134391984436,0.6923076923076923,0.0,0.0,0,0,0,195.243,46.5,0,2,1,13,0,456.56660705256917,1.588,50.455800000000025,2,1,1,0.2222222222222222,1,
trifluorothymine,C1=C(C(=O)NC(=O)N1)C(F)(F)F,-0.31349764159166693,0.4226201584048209,0.24968968943521028,0.7361177999964879,-0.31349764159166693,0.5833333333333334,4.9839785209472085,11.86604191564695,0,0,0,180.08499999999995,65.72,2,2,0,12,0,366.0052757475153,0.08199999999999996,32.6854,1,1,1,0.2,1,
artemisinin,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,-0.4320284473802694,0.4320284473802694,0.18010807951377866,0.7430002509731357,-0.4320284473802694,0.6,9.473725907600098,5.969305287951849,0,1,1,282.33599999999996,53.99000000000001,0,5,0,20,0,435.319264378683,2.3949000000000007,68.04700000000005,5,0,4,0.9333333333333333,1,
Artesunate,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,-0.48121892879469724,0.48121892879469724,0.20481980907526648,0.7894121385391937,-0.48121892879469724,0.5925925925925926,19.31711625624085,11.938610575903699,0,2,1,384.4250000000001,100.52000000000001,1,7,4,27,0,599.159568183699,2.6024000000000003,89.78980000000007,5,0,4,0.8947368421052632,1,
Dihydroartemisinin ,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C,-0.36760446434583227,0.36760446434583227,0.16170167697126842,0.568886259182046,-0.36760446434583227,0.65,14.580253302440804,0.0,0,0,0,284.3519999999999,57.150000000000006,1,5,0,20,0,394.8424910217125,2.1867,69.04680000000005,5,0,4,1.0,1,
